,data,time
767,-24.5625,4836128.0
768,-26.4375,4842166.0
769,-29.0625,4848808.0
770,-28.5,4854980.0
771,-30.0,4861300.0
772,-31.5,4867156.0
773,-30.375,4873131.0
774,-28.3125,4879569.0
775,-28.3125,4885870.0
776,-28.6875,4892124.0
777,-25.875,4898525.0
778,-28.3125,4904800.0
779,-27.75,4911079.0
780,-26.25,4917018.0
781,-27.375,4922948.0
782,-26.25,4929522.0
783,-26.625,4935826.0
784,-26.8125,4941990.0
785,-27.5625,4948157.0
786,-27.75,4954490.0
787,-25.3125,4960686.0
788,-26.0625,4966698.0
789,-27.375,4972740.0
790,-30.0,4980086.0
791,-27.75,4986475.0
792,-28.125,4993013.0
793,-27.1875,4999228.0
794,-28.6875,5005281.0
